communityId,modularity,intermediateComId,interModularity,id,label
90,0.011356401507702826,90,0.011356401507702826,"""P0054""","""Condensed Milk"""
90,0.011356401507702826,90,0.011356401507702826,"""P0108""","""Zwieback"""
90,0.011356401507702826,90,0.011356401507702826,"""P0012""","""Fruit/Vegetable Juice"""
90,0.011356401507702826,90,0.011356401507702826,"""P0069""","""Domestic Eggs"""
90,0.011356401507702826,90,0.011356401507702826,"""P0070""","""Margarine"""
90,0.011356401507702826,90,0.011356401507702826,"""P0086""","""Soap"""
90,0.011356401507702826,90,0.011356401507702826,"""P0066""","""Onions"""
90,0.011356401507702826,90,0.011356401507702826,"""P0121""","""Sweet Spreads"""
90,0.011356401507702826,90,0.011356401507702826,"""P0162""","""Specialty Vegetables"""
90,0.011356401507702826,90,0.011356401507702826,"""P0035""","""Sugar"""
90,0.011356401507702826,90,0.011356401507702826,"""P0094""","""Potato Products"""
90,0.011356401507702826,90,0.011356401507702826,"""P0055""","""Cleaner"""
90,0.011356401507702826,90,0.011356401507702826,"""P0099""","""Canned Vegetables"""
90,0.011356401507702826,90,0.011356401507702826,"""P0157""","""Kitchen Utensil"""
90,0.011356401507702826,90,0.011356401507702826,"""P0082""","""Pet Care"""
90,0.011356401507702826,90,0.011356401507702826,"""P0149""","""Rubbing Alcohol"""
90,0.011356401507702826,90,0.011356401507702826,"""P0011""","""Butter"""
90,0.011356401507702826,90,0.011356401507702826,"""P0042""","""Fish"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0047""","""Popcorn"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0129""","""Mayonnaise"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0063""","""Liquor (Appetizer)"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0139""","""Whisky"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0079""","""Specialty Cheese"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0115""","""Waffles"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0163""","""Pudding Powder"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0020""","""Brown Bread"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0065""","""Candy"""
24,0.012780553064769294,152,0.0031017693946109337,"""P0144""","""Abrasive Cleaner"""
24,0.012780553064769294,24,0.0092942727382953,"""P0050""","""Bottled Beer"""
24,0.012780553064769294,24,0.0092942727382953,"""P0155""","""Honey"""
24,0.012780553064769294,24,0.0092942727382953,"""P0107""","""Liver Loaf"""
24,0.012780553064769294,24,0.0092942727382953,"""P0131""","""Roll Products """
24,0.012780553064769294,24,0.0092942727382953,"""P0021""","""Hamburger Meat"""
24,0.012780553064769294,24,0.0092942727382953,"""P0135""","""Meat Spreads"""
24,0.012780553064769294,24,0.0092942727382953,"""P0111""","""Brandy"""
24,0.012780553064769294,24,0.0092942727382953,"""P0138""","""Candles"""
24,0.012780553064769294,24,0.0092942727382953,"""P0089""","""Spread Cheese"""
24,0.012780553064769294,24,0.0092942727382953,"""P0041""","""Processed Cheese"""
24,0.012780553064769294,24,0.0092942727382953,"""P0030""","""Turkey"""
24,0.012780553064769294,24,0.0092942727382953,"""P0119""","""Long Life Bakery Product"""
24,0.012780553064769294,24,0.0092942727382953,"""P0032""","""Red/Blush Wine"""
24,0.012780553064769294,24,0.0092942727382953,"""P0039""","""Detergent"""
24,0.012780553064769294,24,0.0092942727382953,"""P0061""","""Liquor"""
24,0.012780553064769294,24,0.0092942727382953,"""P0133""","""Flower Soil/Fertilizer"""
24,0.012780553064769294,24,0.0092942727382953,"""P0152""","""Softener"""
24,0.012780553064769294,24,0.0092942727382953,"""P0027""","""Coffee"""
24,0.012780553064769294,24,0.0092942727382953,"""P0023""","""Pork"""
46,0.013464002179414517,115,0.0014387247176147328,"""P0153""","""Organic Products"""
46,0.013464002179414517,115,0.0014387247176147328,"""P0095""","""Frozen Fish"""
46,0.013464002179414517,115,0.0014387247176147328,"""P0161""","""Salad Dressing"""
46,0.013464002179414517,115,0.0014387247176147328,"""P0058""","""Ice Cream"""
46,0.013464002179414517,115,0.0014387247176147328,"""P0091""","""Frozen Dessert"""
46,0.013464002179414517,43,0.002803761790187575,"""P0045""","""Curd"""
46,0.013464002179414517,43,0.002803761790187575,"""P0076""","""Sliced Cheese"""
46,0.013464002179414517,43,0.002803761790187575,"""P0166""","""Toilet Cleaner"""
46,0.013464002179414517,43,0.002803761790187575,"""P0118""","""Chocolate Marshmallow"""
46,0.013464002179414517,43,0.002803761790187575,"""P0048""","""Finished Products"""
46,0.013464002179414517,43,0.002803761790187575,"""P0043""","""Sparkling Wine"""
46,0.013464002179414517,43,0.002803761790187575,"""P0037""","""Herbs"""
46,0.013464002179414517,43,0.002803761790187575,"""P0134""","""Cereals"""
46,0.013464002179414517,43,0.002803761790187575,"""P0004""","""Other Vegetables"""
46,0.013464002179414517,43,0.002803761790187575,"""P0075""","""Frozen Vegetables"""
46,0.013464002179414517,46,0.00822741522484255,"""P0106""","""Prosecco"""
46,0.013464002179414517,46,0.00822741522484255,"""P0014""","""Chocolate"""
46,0.013464002179414517,46,0.00822741522484255,"""P0001""","""Tropical Fruit"""
46,0.013464002179414517,46,0.00822741522484255,"""P0019""","""Sausage"""
46,0.013464002179414517,46,0.00822741522484255,"""P0088""","""House Keeping Products"""
46,0.013464002179414517,46,0.00822741522484255,"""P0046""","""Pasta"""
46,0.013464002179414517,46,0.00822741522484255,"""P0102""","""Cookware"""
46,0.013464002179414517,46,0.00822741522484255,"""P0008""","""Beef"""
46,0.013464002179414517,46,0.00822741522484255,"""P0109""","""Canned Fruit"""
46,0.013464002179414517,46,0.00822741522484255,"""P0117""","""Rum"""
46,0.013464002179414517,46,0.00822741522484255,"""P0130""","""Dental Care"""
46,0.013464002179414517,46,0.00822741522484255,"""P0090""","""Decalcifier"""
46,0.013464002179414517,46,0.00822741522484255,"""P0140""","""Tidbits"""
46,0.013464002179414517,46,0.00822741522484255,"""P0158""","""Flower (Seeds)"""
46,0.013464002179414517,46,0.00822741522484255,"""P0051""","""Dessert"""
46,0.013464002179414517,46,0.00822741522484255,"""P0127""","""Organic Sausage"""
46,0.013464002179414517,46,0.00822741522484255,"""P0056""","""White Wine"""
115,0.014769603616810125,128,0.014769603616810125,"""P0013""","""Packaged Fruit/Vegetables"""
115,0.014769603616810125,128,0.014769603616810125,"""P0053""","""Specialty Chocolate"""
115,0.014769603616810125,128,0.014769603616810125,"""P0146""","""Ketchup"""
115,0.014769603616810125,128,0.014769603616810125,"""P0077""","""Dish Cleaner"""
115,0.014769603616810125,128,0.014769603616810125,"""P0093""","""Nuts/Prunes"""
115,0.014769603616810125,128,0.014769603616810125,"""P0112""","""Baby Cosmetics"""
115,0.014769603616810125,128,0.014769603616810125,"""P0024""","""Pastry"""
115,0.014769603616810125,128,0.014769603616810125,"""P0098""","""Light Bulbs"""
115,0.014769603616810125,128,0.014769603616810125,"""P0125""","""Instant Coffee"""
115,0.014769603616810125,128,0.014769603616810125,"""P0049""","""Beverages"""
115,0.014769603616810125,128,0.014769603616810125,"""P0057""","""Meat"""
115,0.014769603616810125,128,0.014769603616810125,"""P0150""","""Nut Snack"""
115,0.014769603616810125,128,0.014769603616810125,"""P0167""","""Preservation Products"""
115,0.014769603616810125,128,0.014769603616810125,"""P0148""","""Skin Care"""
115,0.014769603616810125,128,0.014769603616810125,"""P0052""","""Dog Food"""
115,0.014769603616810125,128,0.014769603616810125,"""P0080""","""Salty Snack"""
115,0.014769603616810125,128,0.014769603616810125,"""P0005""","""Rolls/Buns"""
115,0.014769603616810125,128,0.014769603616810125,"""P0068""","""Photo/Film"""
115,0.014769603616810125,128,0.014769603616810125,"""P0128""","""Soft Cheese"""
115,0.014769603616810125,128,0.014769603616810125,"""P0034""","""Flour"""
115,0.014769603616810125,128,0.014769603616810125,"""P0151""","""Cocoa Drinks"""
115,0.014769603616810125,128,0.014769603616810125,"""P0044""","""Newspapers"""
115,0.014769603616810125,128,0.014769603616810125,"""P0154""","""Cake Bar"""
115,0.014769603616810125,128,0.014769603616810125,"""P0124""","""Specialty Fat"""
115,0.014769603616810125,128,0.014769603616810125,"""P0084""","""Female Sanitary Products"""
115,0.014769603616810125,128,0.014769603616810125,"""P0002""","""Whole Milk"""
115,0.014769603616810125,128,0.014769603616810125,"""P0028""","""Misc. Beverages"""
115,0.014769603616810125,128,0.014769603616810125,"""P0003""","""Pip Fruit"""
20,0.01545530837247722,20,0.01545530837247722,"""P0159""","""Rice"""
20,0.01545530837247722,20,0.01545530837247722,"""P0113""","""Spices"""
20,0.01545530837247722,20,0.01545530837247722,"""P0156""","""Jam"""
20,0.01545530837247722,20,0.01545530837247722,"""P0096""","""Hygiene Articles"""
20,0.01545530837247722,20,0.01545530837247722,"""P0160""","""Tea"""
20,0.01545530837247722,20,0.01545530837247722,"""P0006""","""Pot Plants"""
20,0.01545530837247722,20,0.01545530837247722,"""P0018""","""Yogurt"""
20,0.01545530837247722,20,0.01545530837247722,"""P0040""","""Grapes"""
20,0.01545530837247722,20,0.01545530837247722,"""P0122""","""Soups"""
20,0.01545530837247722,20,0.01545530837247722,"""P0087""","""Frozen Chicken"""
20,0.01545530837247722,20,0.01545530837247722,"""P0064""","""Uht-Milk"""
20,0.01545530837247722,20,0.01545530837247722,"""P0083""","""White Bread"""
20,0.01545530837247722,20,0.01545530837247722,"""P0072""","""Salt"""
20,0.01545530837247722,20,0.01545530837247722,"""P0036""","""Frozen Meals"""
20,0.01545530837247722,20,0.01545530837247722,"""P0097""","""Artif. Sweetener"""
20,0.01545530837247722,20,0.01545530837247722,"""P0026""","""Berries"""
20,0.01545530837247722,20,0.01545530837247722,"""P0101""","""Canned Fish"""
20,0.01545530837247722,20,0.01545530837247722,"""P0007""","""Citrus Fruit"""
20,0.01545530837247722,20,0.01545530837247722,"""P0147""","""Cream"""
20,0.01545530837247722,20,0.01545530837247722,"""P0025""","""Canned Beer"""
20,0.01545530837247722,20,0.01545530837247722,"""P0071""","""Shopping Bags"""
20,0.01545530837247722,20,0.01545530837247722,"""P0022""","""Root Vegetables"""
20,0.01545530837247722,20,0.01545530837247722,"""P0100""","""Chewing Gum"""
20,0.01545530837247722,20,0.01545530837247722,"""P0116""","""Sauces"""
20,0.01545530837247722,20,0.01545530837247722,"""P0143""","""Liqueur"""
20,0.01545530837247722,20,0.01545530837247722,"""P0123""","""Mustard"""
20,0.01545530837247722,20,0.01545530837247722,"""P0105""","""Bathroom Cleaner"""
20,0.01545530837247722,20,0.01545530837247722,"""P0062""","""Pickled Vegetables"""
